"GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"False","Adolescent","UpperMiddle","Normal","Older","Severe","EggShell","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"False","Adolescent","Middle","Normal","Current","Moderate","EggShell","None","Economy","Poor","FiveThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","HundredThou","False","Thousand","Excellent","False","Thousand","Zero"
"False","Adolescent","Middle","Adventurous","Older","None","Football","Severe","SuperLuxury","Poor","TwentyThou","False","Normal","True","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"False","Adolescent","Middle","Cautious","Older","None","Football","None","SportsCar","Poor","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"False","Adolescent","Middle","Cautious","Older","None","Tank","Severe","Luxury","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Many"
"False","Adolescent","UpperMiddle","Cautious","Older","None","Tank","None","Luxury","Poor","FiftyThou","False","Normal","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Prole","Normal","Older","Mild","Tank","Severe","Luxury","Excellent","TwentyThou","False","Normal","False","HundredThou","False","TenThou","Secure","False","Thousand","Thousand","True","Thousand","Excellent","True","Million","Many"
"False","Adolescent","UpperMiddle","Cautious","Older","Moderate","Football","None","SportsCar","Poor","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Rural","True","HundredThou","TenThou","False","Thousand","Excellent","False","Thousand","One"
"False","Adolescent","Prole","Cautious","Older","None","EggShell","None","Luxury","Excellent","FiveThou","False","Normal","False","TenThou","False","FiveThou","Secure","False","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","Many"
"False","Adolescent","UpperMiddle","Normal","Older","None","Football","None","FamilySedan","Excellent","Domino","True","SubStandard","True","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"False","Adolescent","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","True","Normal","False","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"True","Adolescent","Middle","Adventurous","Older","Severe","Tank","Moderate","FamilySedan","Excellent","TwentyThou","True","Normal","False","HundredThou","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Middle","Adventurous","Older","None","Football","Mild","Luxury","Normal","FiftyThou","False","Normal","False","HundredThou","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Many"
"False","Adolescent","Middle","Cautious","Older","None","Football","None","Luxury","Excellent","TwentyThou","False","SubStandard","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","UpperMiddle","Cautious","Current","None","Tank","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Middle","Cautious","Older","Moderate","Football","Mild","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","HundredThou","True","Thousand","Fair","False","Thousand","One"
"False","Adolescent","Prole","Cautious","Older","None","EggShell","None","FamilySedan","Excellent","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","UpperMiddle","Adventurous","Older","Moderate","EggShell","None","FamilySedan","Normal","FiftyThou","True","Normal","False","TenThou","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"False","Adolescent","Middle","Normal","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","City","True","HundredThou","TenThou","False","Thousand","Poor","False","Thousand","One"
"False","Adolescent","Prole","Cautious","Older","Mild","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Many"
"False","Adolescent","Middle","Normal","Older","Mild","Football","None","Economy","Normal","FiveThou","True","Expert","False","TenThou","False","TwentyThou","Secure","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Middle","Adventurous","Older","Severe","EggShell","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","Secure","False","Thousand","HundredThou","True","Thousand","Fair","False","TenThou","Many"
"False","Adolescent","Middle","Normal","Older","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","One"
"False","Adolescent","Middle","Normal","Older","Severe","EggShell","None","SportsCar","Excellent","Domino","False","SubStandard","False","HundredThou","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"False","Adolescent","Middle","Cautious","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","Normal","True","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","FamilySedan","Normal","FiftyThou","True","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Middle","Adventurous","Older","None","EggShell","None","Luxury","Excellent","FiveThou","True","Normal","False","Thousand","False","TwentyThou","Rural","False","TenThou","Thousand","True","Thousand","Excellent","False","TenThou","Many"
"False","Adolescent","UpperMiddle","Cautious","Older","None","Football","Moderate","FamilySedan","Excellent","TwentyThou","False","Normal","False","HundredThou","False","FiveThou","Secure","False","HundredThou","Thousand","True","Thousand","Good","False","Thousand","Many"
"False","Adolescent","UpperMiddle","Cautious","Older","None","Football","Mild","Economy","Normal","TwentyThou","True","SubStandard","False","Thousand","False","TenThou","City","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","One"
"True","Adolescent","Middle","Normal","Older","Mild","Tank","None","Economy","Normal","FiftyThou","False","SubStandard","True","TenThou","False","TenThou","Secure","False","HundredThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"True","Adolescent","Prole","Cautious","Older","None","EggShell","Moderate","FamilySedan","Poor","TwentyThou","False","Normal","False","TenThou","False","FiftyThou","Secure","False","HundredThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Middle","Adventurous","Older","Moderate","Football","None","FamilySedan","Excellent","Domino","False","Normal","False","Thousand","False","TwentyThou","Secure","True","HundredThou","Thousand","False","Million","Good","False","Thousand","Zero"
"False","Adolescent","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Prole","Cautious","Current","None","Football","None","FamilySedan","Poor","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","City","True","HundredThou","Thousand","True","Thousand","Fair","True","Thousand","One"
"False","Adolescent","Prole","Normal","Older","None","Football","None","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Middle","Adventurous","Older","Moderate","EggShell","None","FamilySedan","Normal","TwentyThou","False","SubStandard","False","TenThou","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Many"
"False","Adolescent","Prole","Cautious","Older","None","EggShell","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"False","Adolescent","Prole","Normal","Current","None","Tank","Severe","Luxury","Poor","TwentyThou","False","Normal","False","TenThou","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Poor","True","Thousand","One"
"False","Adolescent","Middle","Adventurous","Older","Moderate","Tank","None","FamilySedan","Poor","Domino","False","Expert","False","TenThou","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","TenThou","Many"
"False","Adolescent","Prole","Cautious","Older","Severe","Football","None","Luxury","Excellent","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Secure","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Middle","Adventurous","Older","None","Football","None","SportsCar","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TwentyThou","Rural","False","Thousand","HundredThou","False","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Prole","Adventurous","Older","None","Football","None","FamilySedan","Excellent","TwentyThou","False","Normal","True","TenThou","False","TwentyThou","City","True","TenThou","Thousand","True","TenThou","Poor","True","Thousand","Many"
"False","Adolescent","Middle","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","One"
"False","Adolescent","Prole","Adventurous","Older","None","Tank","None","FamilySedan","Excellent","Domino","False","Normal","True","TenThou","False","TwentyThou","Secure","False","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","Prole","Adventurous","Older","Moderate","Tank","Moderate","Economy","Normal","Domino","True","Normal","False","Thousand","False","TenThou","Suburb","True","HundredThou","Thousand","True","Thousand","Poor","True","Thousand","One"
"False","Adolescent","Middle","Cautious","Older","None","EggShell","None","FamilySedan","Poor","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Many"
"False","Adolescent","Middle","Adventurous","Older","None","Football","None","Economy","Excellent","TwentyThou","False","Normal","False","TenThou","False","FiveThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Middle","Cautious","Older","None","EggShell","Severe","Economy","Normal","TwentyThou","False","Normal","False","TenThou","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Middle","Psychopath","Current","Mild","Tank","Moderate","Economy","Normal","Domino","False","Expert","False","TenThou","False","FiftyThou","Rural","True","Thousand","TenThou","True","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","Prole","Adventurous","Current","None","Football","None","Economy","Excellent","Domino","True","SubStandard","True","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","One"
"False","Adolescent","Middle","Adventurous","Current","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TwentyThou","City","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","Many"
"False","Adolescent","Middle","Normal","Older","None","Football","None","Luxury","Poor","Domino","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","TenThou","Many"
"False","Adolescent","Middle","Adventurous","Older","Severe","EggShell","Severe","FamilySedan","Normal","TwentyThou","False","SubStandard","False","TenThou","False","TwentyThou","City","False","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","Prole","Cautious","Older","None","Football","Severe","Luxury","Poor","FiveThou","False","Expert","True","Thousand","False","FiveThou","Suburb","False","Thousand","TenThou","True","TenThou","Fair","True","Thousand","One"
"False","Adolescent","Middle","Adventurous","Older","Moderate","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","None","Luxury","Excellent","TwentyThou","False","Expert","False","Thousand","False","TenThou","Secure","False","Thousand","HundredThou","False","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","UpperMiddle","Cautious","Older","None","Football","None","Economy","Poor","Domino","True","SubStandard","True","HundredThou","False","FiftyThou","Rural","False","Thousand","TenThou","False","Thousand","Poor","False","Thousand","Many"
"False","Adolescent","Middle","Cautious","Current","Severe","EggShell","Mild","FamilySedan","Excellent","TwentyThou","False","Normal","False","TenThou","False","TwentyThou","Rural","False","Thousand","TenThou","False","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Prole","Cautious","Older","Moderate","Football","None","FamilySedan","Poor","TwentyThou","False","Normal","True","Thousand","False","TwentyThou","Rural","True","TenThou","HundredThou","True","Thousand","Good","True","Thousand","Zero"
"False","Adolescent","Middle","Cautious","Older","Severe","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","TenThou","Rural","True","Thousand","Thousand","True","Thousand","Excellent","False","HundredThou","Zero"
"False","Adolescent","Middle","Normal","Current","Severe","Tank","None","SportsCar","Excellent","Domino","False","Normal","False","HundredThou","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"False","Adolescent","Middle","Normal","Older","Severe","Tank","None","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"False","Adolescent","Middle","Adventurous","Older","Severe","Football","Moderate","FamilySedan","Poor","Domino","False","SubStandard","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Prole","Cautious","Older","None","Football","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Luxury","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"False","Adolescent","Middle","Normal","Older","None","Tank","Mild","Economy","Poor","FiftyThou","False","Normal","False","TenThou","False","TenThou","City","False","Thousand","TenThou","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Prole","Cautious","Older","Severe","Football","None","Economy","Poor","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","HundredThou","True","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","Middle","Cautious","Older","None","EggShell","Severe","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"False","Adolescent","UpperMiddle","Cautious","Older","None","EggShell","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","One"
"True","Adolescent","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","Middle","Psychopath","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"False","Adolescent","Prole","Cautious","Older","None","Football","Severe","FamilySedan","Excellent","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"False","Adolescent","Prole","Normal","Older","Moderate","Football","None","FamilySedan","Normal","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"False","Adolescent","Middle","Adventurous","Older","None","Football","None","Luxury","Excellent","Domino","False","Normal","False","TenThou","False","TwentyThou","Rural","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Prole","Cautious","Current","None","Football","None","Luxury","Excellent","FiveThou","False","SubStandard","True","TenThou","False","FiftyThou","City","False","Million","Thousand","True","Thousand","Good","False","Thousand","Zero"
"False","Adolescent","Middle","Cautious","Older","None","Football","Mild","SuperLuxury","Excellent","FiftyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","False","TenThou","HundredThou","True","Thousand","Poor","False","TenThou","One"
"False","Adolescent","Prole","Adventurous","Current","None","Football","Moderate","Economy","Poor","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"False","Adolescent","Prole","Cautious","Older","None","EggShell","Moderate","Economy","Poor","TwentyThou","True","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Excellent","False","Thousand","One"
"False","Adolescent","Prole","Normal","Older","Mild","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","HundredThou","One"
"False","Adolescent","Prole","Psychopath","Current","None","Football","Moderate","FamilySedan","Normal","FiftyThou","True","SubStandard","False","HundredThou","False","TenThou","Secure","True","HundredThou","Thousand","False","Thousand","Poor","False","Thousand","One"
"True","Adolescent","Prole","Adventurous","Older","None","Football","Severe","Economy","Poor","Domino","False","Expert","False","HundredThou","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","One"
"False","Adolescent","Middle","Normal","Older","None","Football","None","Economy","Poor","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"False","Adolescent","Middle","Adventurous","Older","Moderate","Football","Moderate","Economy","Excellent","Domino","False","SubStandard","False","TenThou","False","FiveThou","City","True","TenThou","TenThou","True","Thousand","Good","True","Million","Many"
"False","Adolescent","Prole","Cautious","Older","Mild","Tank","Moderate","Luxury","Poor","Domino","False","SubStandard","False","TenThou","False","FiftyThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"False","Adolescent","Middle","Adventurous","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","TenThou","False","FiftyThou","Suburb","False","TenThou","TenThou","True","Thousand","Poor","False","HundredThou","Many"
"False","Adolescent","UpperMiddle","Normal","Current","None","EggShell","Mild","SportsCar","Poor","FiftyThou","True","Normal","False","Thousand","False","TenThou","Rural","False","Thousand","HundredThou","False","HundredThou","Excellent","False","HundredThou","Many"
"False","Adolescent","Prole","Normal","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"False","Adolescent","UpperMiddle","Adventurous","Older","Severe","EggShell","Mild","FamilySedan","Excellent","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"False","Adolescent","Middle","Cautious","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","SubStandard","True","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","False","Thousand","Poor","True","Thousand","One"
"False","Adolescent","Prole","Cautious","Current","Severe","Football","None","Economy","Normal","TwentyThou","False","SubStandard","False","HundredThou","False","TwentyThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
